FIRST NAME,LAST NAME,SEX,DOJ,CURRENT DATE,DESIGNATION,AGE,UNIT,LEAVES USED,LEAVES REMAINING,RATINGS,PAST EXP,SALARY,DAY,DAY NAME,MONTH,YEAR
AHMED,ALEXZANDER,M,20-06-2013,07-01-2016,Analyst,22,Finance,24,6,5,0,43168,20,Thursday,6,2013
ERIN,ALARCON,M,07-01-2014,07-01-2016,Analyst,23,Operations,21,9,3,0,48467,7,Tuesday,1,2014
TONYA,AMADIO,F,23-11-2014,07-01-2016,Analyst,23,IT,22,8,5,1,45696,23,Sunday,11,2014
ELWOOD,AHIA,M,03-09-2013,07-01-2016,Analyst,23,Web,17,13,2,0,47719,3,Tuesday,9,2013
EARL,ABED,M,24-11-2014,07-01-2016,Analyst,22,Marketing,24,6,3,0,41290,24,Monday,11,2014
ALICIA,ALVANEZ,F,16-06-2014,07-01-2016,Analyst,21,Operations,19,11,2,0,46550,16,Monday,6,2014
VADA,ARMY,F,25-12-2014,07-01-2016,Analyst,25,Operations,19,11,3,3,48263,25,Thursday,12,2014
DARRON,ALIX,M,02-05-2013,07-01-2016,Analyst,22,Management,24,6,3,0,46312,2,Thursday,5,2013
MORRIS,ACKERMAN,M,28-12-2013,07-01-2016,Analyst,22,IT,15,15,4,0,48854,28,Saturday,12,2013
ISAIAS,ALHAMEED,M,18-08-2012,07-01-2016,Senior Analyst,25,Marketing,19,11,3,0,52567,18,Saturday,8,2012
ARTURO,ACOSTA,M,14-10-2014,07-01-2016,Analyst,23,Finance,30,0,2,1,49095,14,Tuesday,10,2014
ALEXIS,ANDA,F,06-08-2013,07-01-2016,Analyst,22,Web,17,13,2,0,47248,6,Tuesday,8,2013
BRANDEN,AKIM,M,01-07-2013,07-01-2016,Analyst,23,Web,15,15,5,0,44364,1,Monday,7,2013
VALENTINE,ALIAS,M,02-05-2013,07-01-2016,Analyst,22,IT,29,1,3,0,48482,2,Thursday,5,2013
BRANT,ALDAVA,M,19-07-2010,07-01-2016,Manager,33,Finance,16,14,3,7,121962,19,Monday,7,2010
TOM,ABNEY,M,01-10-2014,07-01-2016,Analyst,22,Web,25,5,5,0,48305,1,Wednesday,10,2014
GUILLERMO,ADELIZZI,M,30-09-2014,07-01-2016,Analyst,25,IT,17,13,4,3,41194,30,Tuesday,9,2014
PRISCILLA,AMEDEE,F,07-08-2014,07-01-2016,Analyst,25,Operations,22,8,5,3,49748,7,Thursday,8,2014
ROXIE,ANZORA,F,11-03-2014,07-01-2016,Senior Analyst,28,Operations,28,2,3,5,58566,11,Tuesday,3,2014
ISIDRO,AJA,M,17-02-2014,07-01-2016,Director,39,Operations,27,3,2,15,301872,17,Monday,2,2014
DAVE,ACIMOVIC,M,10-10-2014,07-01-2016,Senior Analyst,26,Operations,20,10,4,1,66227,10,Friday,10,2014
BRIDGET,AMORMINO,F,30-03-2013,07-01-2016,Analyst,23,Finance,16,14,3,0,46105,30,Saturday,3,2013
ALVARO,AHLIN,M,25-02-2012,07-01-2016,Senior Analyst,27,Operations,27,3,2,2,51055,25,Saturday,2,2012
SANDY,AMIGON,F,18-10-2014,07-01-2016,Senior Manager,36,Marketing,29,1,4,14,197900,18,Saturday,10,2014
FAITH,ANDINA,F,05-03-2014,07-01-2016,Analyst,25,IT,25,5,4,2,42221,5,Wednesday,3,2014
ERICK,ADRAGNA,M,21-01-2013,07-01-2016,Analyst,25,IT,19,11,3,1,41308,21,Monday,1,2013
ELENA,AMYOT,F,11-12-2014,07-01-2016,Analyst,23,Operations,28,2,3,1,45374,11,Thursday,12,2014
COLTON,ALLISON,M,02-09-2014,07-01-2016,Analyst,24,Web,30,0,3,2,42897,2,Tuesday,9,2014
ALANA,ANTONIOTTI,F,10-05-2013,07-01-2016,Analyst,24,Operations,17,13,5,0,48046,10,Friday,5,2013
HEATHER,ALRICH,F,22-02-2014,07-01-2016,Analyst,22,IT,16,14,4,0,44997,22,Saturday,2,2014
JAMAR,ALBERY,M,14-09-2013,07-01-2016,Analyst,23,Web,29,1,5,0,40787,14,Saturday,9,2013
GEORGE,AARDEMA,M,26-08-2011,07-01-2016,Associate,29,IT,30,0,2,1,71488,26,Friday,8,2011
LUCIO,ALBRITTAIN,M,11-05-2013,07-01-2016,Senior Analyst,25,Marketing,22,8,5,0,51377,11,Saturday,5,2013
STERLING,AGPAOA,M,15-05-2013,07-01-2016,Analyst,22,IT,18,12,2,0,45528,15,Wednesday,5,2013
GLADYS,ALTICE,F,12-04-2013,07-01-2016,Analyst,21,Marketing,20,10,3,0,43740,12,Friday,4,2013
OLLIE,AIKMAN,M,20-06-2014,07-01-2016,Analyst,24,Marketing,22,8,4,1,43681,20,Friday,6,2014
LETA,ARBUCCI,F,20-06-2009,07-01-2016,Director,42,Operations,23,7,5,11,236901,20,Saturday,6,2009
HAROLD,ABATO,M,24-12-2014,07-01-2016,Analyst,25,Operations,26,4,3,3,44448,24,Wednesday,12,2014
LAURA,ALOI,F,31-12-2013,07-01-2016,Analyst,22,Marketing,19,11,3,0,49141,31,Tuesday,12,2013
CEDRICK,ALLVIN,M,04-08-2013,07-01-2016,Analyst,24,IT,18,12,5,1,45589,4,Sunday,8,2013
RICARDO,ABREV,M,10-10-2014,07-01-2016,Analyst,23,Operations,19,11,3,1,42055,10,Friday,10,2014
DALTON,AKONI,M,27-08-2013,07-01-2016,Analyst,21,Operations,21,9,5,0,46640,27,Tuesday,8,2013
VAUGHN,AHO,M,10-04-2013,07-01-2016,Analyst,24,Finance,25,5,4,0,43385,10,Wednesday,4,2013
ISIAH,ALBINI,M,22-10-2013,07-01-2016,Analyst,24,Operations,25,5,3,1,40567,22,Tuesday,10,2013
JASMINE,AMSTUTZ,F,21-06-2013,07-01-2016,Analyst,21,Finance,30,0,3,0,43932,21,Friday,6,2013
DARRELL,ABOYTES,M,19-01-2015,07-01-2016,Analyst,24,Web,20,10,4,2,41386,19,Monday,1,2015
MAI,AQUILINO,F,06-05-2014,07-01-2016,Analyst,22,IT,25,5,3,0,42240,6,Tuesday,5,2014
HALLIE,AR,F,09-02-2014,07-01-2016,Analyst,21,Web,21,9,3,0,41257,9,Sunday,2,2014
CINDI,ARFMAN,F,25-07-2012,07-01-2016,Associate,30,Finance,21,9,5,6,74929,25,Wednesday,7,2012
GRISELDA,AREA,F,23-01-2015,07-01-2016,Analyst,24,Marketing,29,1,3,2,46509,23,Friday,1,2015
BLANCHE,AMIGO,F,27-12-2014,07-01-2016,Analyst,24,Marketing,17,13,3,2,48082,27,Saturday,12,2014
ISABELLA,ARCANGEL,F,29-07-2013,07-01-2016,Analyst,24,Finance,17,13,5,1,43710,29,Monday,7,2013
MANUEL,ABELL,M,10-01-2015,07-01-2016,Analyst,24,Operations,30,0,4,2,43464,10,Saturday,1,2015
WALLACE,ACHORD,M,05-02-2012,07-01-2016,Associate,29,Management,18,12,3,1,84058,5,Sunday,2,2012
LINDA,ALMEYDA,F,10-03-2013,07-01-2016,Analyst,21,IT,22,8,5,0,47029,10,Sunday,3,2013
MARITZA,ANN,F,05-02-2014,07-01-2016,Analyst,22,Operations,16,14,2,0,49634,5,Wednesday,2,2014
ERMA,AMPHY,F,13-12-2013,07-01-2016,Analyst,23,Finance,17,13,3,0,45349,13,Friday,12,2013
CHASE,AGRAWAL,M,08-06-2013,07-01-2016,Analyst,25,IT,28,2,5,1,42306,8,Saturday,6,2013
MARGO,ANKRAPP,F,19-01-2014,07-01-2016,Analyst,22,Management,17,13,3,0,48860,19,Sunday,1,2014
DENISE,ALSTAD,F,03-01-2014,07-01-2016,Analyst,25,Management,29,1,3,2,48923,3,Friday,1,2014
TAWANA,ARIES,F,06-12-2014,07-01-2016,Associate,28,Finance,26,4,2,4,82388,6,Saturday,12,2014
ALI,AHLES,M,29-06-2013,07-01-2016,Analyst,22,Finance,23,7,5,0,40992,29,Saturday,6,2013
DAVID,AALAND,M,07-05-2014,07-01-2016,Analyst,25,Marketing,30,0,4,2,43176,7,Wednesday,5,2014
GABRIELA,ANGLAND,F,09-03-2013,07-01-2016,Analyst,22,Operations,19,11,4,0,41132,9,Saturday,3,2013
MILFORD,ALDACO,M,10-12-2013,07-01-2016,Analyst,23,Management,17,13,4,0,42624,10,Tuesday,12,2013
SOFIA,ANTIS,F,12-12-2013,07-01-2016,Analyst,22,Web,19,11,2,0,43308,12,Thursday,12,2013
JAYNE,ANGLETON,F,23-08-2013,07-01-2016,Senior Analyst,26,Management,18,12,2,3,50492,23,Friday,8,2013
LAUREN,ALMANZAR,M,16-11-2013,07-01-2016,Analyst,23,Operations,29,1,4,0,40698,16,Saturday,11,2013
NOE,AICKLEN,M,31-12-2013,07-01-2016,Analyst,25,Web,28,2,5,2,46788,31,Tuesday,12,2013
BENNY,ADELMANN,M,11-05-2013,07-01-2016,Analyst,21,Marketing,24,6,5,0,40246,11,Saturday,5,2013
DANE,AHLMAN,M,10-01-2013,07-01-2016,Analyst,23,Operations,16,14,3,0,45957,10,Thursday,1,2013
JENNY,AMELANG,F,05-06-2014,07-01-2016,Analyst,24,Operations,28,2,3,1,42952,5,Thursday,6,2014
RHEA,ARANDA,F,10-01-2015,07-01-2016,Analyst,23,Operations,27,3,3,1,47266,10,Saturday,1,2015
AVIS,ANTINORO,F,27-10-2014,07-01-2016,Senior Analyst,28,Marketing,17,13,5,2,56552,27,Monday,10,2014
JIM,ABNET,M,21-05-2014,07-01-2016,Manager,33,Management,29,1,2,7,105657,21,Wednesday,5,2014
SOL,ALIE,M,11-07-2014,07-01-2016,Analyst,22,IT,18,12,5,0,48572,11,Friday,7,2014
ERIK,ACCORNERO,M,09-08-2013,07-01-2016,Analyst,24,Finance,23,7,3,1,48414,9,Friday,8,2013
ERWIN,AGRON,M,23-01-2015,07-01-2016,Analyst,24,Finance,26,4,3,2,42144,23,Friday,1,2015
BERNIE,AKINYOOYE,M,09-04-2013,07-01-2016,Analyst,21,Management,19,11,5,0,44044,9,Tuesday,4,2013
ELVIS,AIGNER,M,22-04-2013,07-01-2016,Analyst,22,Web,17,13,4,0,48695,22,Monday,4,2013
VENUS,ARMES,F,29-08-2014,07-01-2016,Analyst,21,IT,27,3,3,0,42395,29,Friday,8,2014
WILBERT,ADEYEMO,M,12-04-2014,07-01-2016,Manager,32,IT,19,11,4,7,100764,12,Saturday,4,2014
ROXANA,ARMLIN,F,09-12-2014,07-01-2016,Manager,33,Management,26,4,4,9,142291,9,Tuesday,12,2014
MURRAY,AGUEDA,M,18-05-2014,07-01-2016,Analyst,25,Management,15,15,3,2,48776,18,Sunday,5,2014
STACI,ANIMASHAUN,F,04-09-2014,07-01-2016,Analyst,23,Marketing,27,3,3,1,43063,4,Thursday,9,2014
MARGARITO,ALCE,M,16-05-2012,07-01-2016,Senior Analyst,25,Operations,25,5,3,0,58290,16,Wednesday,5,2012
ADRIAN,ARAND,F,25-08-2014,07-01-2016,Analyst,22,Marketing,19,11,2,0,45054,25,Monday,8,2014
ASHLEE,ANTOLOS,F,18-02-2014,07-01-2016,Analyst,25,Operations,18,12,4,2,43272,18,Tuesday,2,2014
SYDNEY,ARCHAMBEAULT,F,13-11-2014,07-01-2016,Analyst,23,Management,29,1,5,1,43260,13,Thursday,11,2014
TOBIAS,ALFISI,M,20-07-2014,07-01-2016,Analyst,23,Finance,15,15,4,1,42237,20,Sunday,7,2014
NIKKI,ANDRODE,F,01-12-2014,07-01-2016,Senior Analyst,26,Finance,28,2,5,2,58366,1,Monday,12,2014
PHOEBE,ARALDI,F,27-12-2014,07-01-2016,Analyst,24,Finance,18,12,4,2,46351,27,Saturday,12,2014
JESSICA,ALONGI,F,07-10-2014,07-01-2016,Analyst,22,Marketing,29,1,3,0,41381,7,Tuesday,10,2014
VIRGIE,ANOS,F,14-01-2015,07-01-2016,Analyst,23,Web,19,11,5,1,45704,14,Wednesday,1,2015
LYDIA,AMBEAU,F,26-01-2011,07-01-2016,Associate,29,Finance,15,15,2,0,97161,26,Wednesday,1,2011
ALBERTO,ACIERNO,M,05-01-2014,07-01-2016,Senior Analyst,26,Web,15,15,2,0,67194,5,Sunday,1,2014
ETTA,ANDRION,F,25-09-2014,07-01-2016,Analyst,22,Management,23,7,3,0,44919,25,Thursday,9,2014
MAGDALENA,ANNINO,F,19-10-2013,07-01-2016,Analyst,24,Operations,19,11,3,1,48841,19,Saturday,10,2013
MARCO,ADDICKS,M,06-05-2012,07-01-2016,Senior Analyst,26,Finance,17,13,2,0,60987,6,Sunday,5,2012
THEO,ALGARIN,M,03-10-2012,07-01-2016,Senior Analyst,25,Finance,22,8,5,0,56926,3,Wednesday,10,2012
ANTONIA,ANAND,F,14-02-2013,07-01-2016,Analyst,21,Web,25,5,2,0,40684,14,Thursday,2,2013
BASIL,AIKIN,M,25-09-2012,07-01-2016,Senior Manager,35,Marketing,28,2,2,8,170971,25,Tuesday,9,2012
IVY,ANNETT,F,14-02-2013,07-01-2016,Analyst,23,Management,23,7,2,0,48511,14,Thursday,2,2013
ELIA,ARENDT,F,24-08-2014,07-01-2016,Analyst,21,Web,29,1,2,0,40271,24,Sunday,8,2014
MICHALE,ALLGIRE,M,28-11-2013,07-01-2016,Analyst,24,Web,25,5,4,1,42805,28,Thursday,11,2013
DEANDRE,ALCOCER,M,02-09-2014,07-01-2016,Analyst,22,Marketing,15,15,5,0,48030,2,Tuesday,9,2014
LESLIE,ALUISE,F,09-06-2013,07-01-2016,Analyst,23,IT,27,3,2,0,48730,9,Sunday,6,2013
COREY,ABRAMS,M,19-07-2013,07-01-2016,Analyst,22,Finance,15,15,5,0,44638,19,Friday,7,2013
GRACIELA,ANGIOLELLI,F,10-12-2013,07-01-2016,Analyst,25,Web,18,12,2,2,43592,10,Tuesday,12,2013
RETA,ARMADA,F,10-11-2014,07-01-2016,Senior Analyst,25,Finance,28,2,4,0,52704,10,Monday,11,2014
JULES,ALCALA,M,12-04-2012,07-01-2016,Senior Analyst,26,IT,18,12,5,0,62533,12,Thursday,4,2012
GUILLERMINA,ARGETSINGER,F,02-05-2014,07-01-2016,Analyst,22,IT,26,4,5,0,41144,2,Friday,5,2014
RAFAELA,ARING,F,15-05-2014,07-01-2016,Analyst,21,Finance,26,4,5,0,48025,15,Thursday,5,2014
ALLIE,ANTIONE,F,30-09-2013,07-01-2016,Analyst,21,Marketing,23,7,2,0,45621,30,Monday,9,2013
NEVA,ANTILL,F,31-03-2013,07-01-2016,Analyst,25,Management,25,5,5,1,43453,31,Sunday,3,2013
PILAR,ARMANT,F,18-09-2014,07-01-2016,Analyst,24,Finance,27,3,5,2,48042,18,Thursday,9,2014
ELINOR,ANTONOPOULOS,F,30-10-2013,07-01-2016,Director,40,Marketing,25,5,4,15,225412,30,Wednesday,10,2013
LOURDES,ANDRUSS,F,08-12-2014,07-01-2016,Associate,31,Finance,23,7,3,6,88029,8,Monday,12,2014
LEA,ANINGALAN,F,20-05-2014,07-01-2016,Analyst,25,IT,17,13,4,2,49968,20,Tuesday,5,2014
ZOILA,ARMACOST,F,25-11-2012,07-01-2016,Senior Analyst,25,Web,23,7,5,0,62791,25,Sunday,11,2012
GUS,AHOLT,M,02-01-2015,07-01-2016,Analyst,23,IT,15,15,5,1,40403,2,Friday,1,2015
ARACELI,APPELT,F,08-11-2014,07-01-2016,Senior Analyst,28,Marketing,30,0,3,5,66747,8,Saturday,11,2014
RAMONA,AMERICA,F,04-11-2014,07-01-2016,Analyst,21,Management,22,8,3,0,41962,4,Tuesday,11,2014
WILDA,AQUERO,F,04-06-2014,07-01-2016,Analyst,21,Management,16,14,4,0,48240,4,Wednesday,6,2014
TRENTON,AKBARI,M,20-03-2013,07-01-2016,Analyst,24,Marketing,29,1,2,0,45631,20,Wednesday,3,2013
MIA,ANTEBY,F,28-09-2013,07-01-2016,Associate,28,Web,17,13,2,1,94962,28,Saturday,9,2013
JADE,ARCEGA,F,03-09-2014,07-01-2016,Analyst,22,Operations,30,0,2,0,45371,3,Wednesday,9,2014
GIL,ALCALDE,M,03-01-2015,07-01-2016,Analyst,23,Marketing,22,8,3,1,41888,3,Saturday,1,2015
ZANE,ALBANEZ,M,12-05-2014,07-01-2016,Analyst,21,Marketing,29,1,2,0,42822,12,Monday,5,2014
MARIANNE,AMOUS,F,16-01-2014,07-01-2016,Analyst,24,Operations,23,7,5,1,43900,16,Thursday,1,2014
TRACEY,AMEL,F,08-08-2014,07-01-2016,Analyst,24,IT,19,11,3,2,47588,8,Friday,8,2014
DIONNE,ARAIZA,F,29-12-2014,07-01-2016,Analyst,23,Management,17,13,3,1,43818,29,Monday,12,2014
LOUIS,ABDELHAMID,M,21-06-2014,07-01-2016,Associate,30,Web,15,15,2,5,75507,21,Saturday,6,2014
ROSETTA,ANGEL,F,24-01-2014,07-01-2016,Analyst,24,Operations,18,12,3,1,49822,24,Friday,1,2014
LUCIANO,ALBEA,M,04-12-2014,07-01-2016,Senior Analyst,26,Operations,26,4,5,0,64540,4,Thursday,12,2014
INA,ANDUEZA,F,20-03-2013,07-01-2016,Analyst,24,Marketing,24,6,4,0,41720,20,Wednesday,3,2013
WILLIAM,ARGENTO,F,20-01-2013,07-01-2016,Analyst,22,IT,29,1,5,0,40900,20,Sunday,1,2013
DANTE,AIOLA,M,16-01-2013,07-01-2016,Senior Analyst,26,Management,25,5,4,1,66540,16,Wednesday,1,2013
MATTIE,AMBOREE,F,13-01-2013,07-01-2016,Analyst,23,IT,16,14,4,0,41394,13,Sunday,1,2013
OLGA,AMEEN,F,18-08-2014,07-01-2016,Analyst,24,Finance,28,2,3,2,44946,18,Monday,8,2014
LILLY,ANSON,F,21-04-2013,07-01-2016,Analyst,24,IT,17,13,4,0,49624,21,Sunday,4,2013
NEWTON,ALES,M,17-01-2014,07-01-2016,Analyst,23,IT,24,6,2,0,47590,17,Friday,1,2014
CATHERINE,ALPIZAR,F,05-01-2014,07-01-2016,Analyst,23,Web,20,10,3,0,49296,5,Sunday,1,2014
BERTHA,ALVARENGA,F,30-01-2013,07-01-2016,Analyst,25,IT,18,12,5,1,45729,30,Wednesday,1,2013
DEENA,APPLEN,F,15-04-2013,07-01-2016,Senior Analyst,28,Web,24,6,2,2,51184,15,Monday,4,2013
GRAIG,ALMADA,M,29-01-2012,07-01-2016,Senior Analyst,26,Web,26,4,4,1,53602,29,Sunday,1,2012
WHITNEY,ALICE,M,05-01-2014,07-01-2016,Analyst,22,Operations,29,1,4,0,40312,5,Sunday,1,2014
CHRISTAL,ARMANDO,F,13-01-2014,07-01-2016,Analyst,23,Management,20,10,4,0,46325,13,Monday,1,2014
PHIL,AEILLO,M,05-01-2014,07-01-2016,Analyst,21,Finance,27,3,2,0,41930,5,Sunday,1,2014
KENNITH,ALARID,M,18-08-2013,07-01-2016,Analyst,24,Operations,18,12,4,1,42289,18,Sunday,8,2013
JOHNNY,ABEB,M,26-11-2014,07-01-2016,Analyst,24,IT,15,15,5,2,45748,26,Wednesday,11,2014
EDDIE,ABILAY,M,24-04-2014,07-01-2016,Analyst,23,Finance,28,2,2,0,41273,24,Thursday,4,2014
JERE,ALMEIDA,M,28-07-2014,07-01-2016,Analyst,22,Operations,18,12,5,0,44391,28,Monday,7,2014
CLARISSA,ANTEE,F,02-06-2014,07-01-2016,Analyst,25,Operations,27,3,4,2,47051,2,Monday,6,2014
PETRA,ANGILLETTA,F,28-04-2011,07-01-2016,Senior Manager,35,IT,18,12,2,9,176567,28,Thursday,4,2011
EVANGELINA,AQUINO,F,15-05-2012,07-01-2016,Manager,35,Marketing,15,15,2,9,123504,15,Tuesday,5,2012
KATRINA,AMERIO,F,30-10-2014,07-01-2016,Analyst,22,IT,27,3,2,0,48789,30,Thursday,10,2014
CHLOE,ARGUILEZ,F,19-04-2013,07-01-2016,Analyst,21,Marketing,20,10,2,0,42760,19,Friday,4,2013
KASEY,ALLSBROOKS,M,14-08-2013,07-01-2016,Analyst,24,Finance,22,8,3,1,48451,14,Wednesday,8,2013
VALERIA,APO,F,09-03-2013,07-01-2016,Analyst,25,Web,23,7,4,1,49310,9,Saturday,3,2013
RUBY,ALTERI,F,21-01-2011,07-01-2016,Senior Manager,37,Management,26,4,4,9,190414,21,Friday,1,2011
DORETHA,ARCHAMBEAU,F,05-10-2013,07-01-2016,Analyst,23,IT,20,10,4,0,42538,5,Saturday,10,2013
JOSEF,ALBRACHT,M,24-08-2014,07-01-2016,Analyst,24,Finance,22,8,3,2,49469,24,Sunday,8,2014
REBECA,ARDNER,F,23-04-2014,07-01-2016,Analyst,23,IT,18,12,4,0,41457,23,Wednesday,4,2014
WILFORD,AKSAMIT,M,09-11-2013,07-01-2016,Analyst,23,Finance,29,1,3,0,47534,9,Saturday,11,2013
SHAD,ALLMON,M,12-03-2013,07-01-2016,Analyst,21,Operations,29,1,3,0,47658,12,Tuesday,3,2013
MARK,AANERUD,M,03-11-2010,07-01-2016,Manager,34,Web,19,11,5,6,139615,3,Wednesday,11,2010
LAWERENCE,ALIFF,M,16-12-2014,07-01-2016,Analyst,22,Web,25,5,3,0,44103,16,Tuesday,12,2014
MICAH,AGNE,M,15-11-2014,07-01-2016,Analyst,22,Finance,30,0,3,0,41694,15,Saturday,11,2014
KATHI,ARCHULETTA,F,09-07-2014,07-01-2016,Analyst,21,Marketing,29,1,4,0,45185,9,Wednesday,7,2014
MERRY,ARICO,F,09-01-2014,07-01-2016,Analyst,24,Management,19,11,5,1,44938,9,Thursday,1,2014
MIQUEL,ALIRE,M,10-03-2013,07-01-2016,Analyst,25,Marketing,16,14,3,1,41546,10,Sunday,3,2013
KRISTIE,ANDRAE,F,23-01-2011,07-01-2016,Associate,29,Operations,19,11,3,3,86548,23,Sunday,1,2011
HARRISON,AGUILA,M,20-01-2013,07-01-2016,Analyst,23,IT,29,1,3,0,42056,20,Sunday,1,2013
ELIDA,AREBALO,F,01-09-2013,07-01-2016,Analyst,25,Marketing,17,13,3,2,49190,1,Sunday,9,2013
JASON,AASBY,M,15-02-2013,07-01-2016,Analyst,21,Management,19,11,3,0,45716,15,Friday,2,2013
JOHANNA,ANDINO,F,26-02-2011,07-01-2016,Associate,30,Finance,29,1,3,2,77015,26,Saturday,2,2011
HAL,AHERN,M,02-01-2014,07-01-2016,Analyst,24,Operations,30,0,3,1,42527,2,Thursday,1,2014
JACQULINE,ARDMAN,F,14-11-2010,07-01-2016,Director,41,IT,24,6,3,12,355337,14,Sunday,11,2010
GERMAN,AKINS,M,31-07-2012,07-01-2016,Senior Manager,35,Web,25,5,2,8,170611,31,Tuesday,7,2012
RICHARD,AALBERS,M,06-11-2013,07-01-2016,Analyst,25,Management,21,9,2,2,47893,6,Wednesday,11,2013
DEANNE,APEL,F,01-09-2013,07-01-2016,Analyst,25,Operations,28,2,5,2,46808,1,Sunday,9,2013
JULIA,ALTER,F,11-06-2014,07-01-2016,Analyst,23,IT,28,2,5,0,45815,11,Wednesday,6,2014
LEONARDO,AGRIESTI,M,14-12-2012,07-01-2016,Manager,35,Web,29,1,3,11,103289,14,Friday,12,2012
GASTON,ALLGEIER,M,22-10-2013,07-01-2016,Analyst,25,Operations,30,0,3,2,44025,22,Tuesday,10,2013
GAYLE,AMORY,F,06-02-2013,07-01-2016,Analyst,22,Marketing,18,12,4,0,44005,6,Wednesday,2,2013
CELINA,ARCAUTE,F,02-06-2010,07-01-2016,Manager,33,Finance,24,6,2,4,119570,2,Wednesday,6,2010
EFFIE,ANDREWS,F,17-08-2012,07-01-2016,Associate,32,IT,23,7,2,5,92350,17,Friday,8,2012
JOAN,AKIYAMA,M,20-08-2013,07-01-2016,Analyst,24,Finance,26,4,2,1,46791,20,Tuesday,8,2013
LACY,ARABIAN,F,28-04-2013,07-01-2016,Analyst,21,IT,19,11,2,0,48223,28,Sunday,4,2013
LAVERNE,ALAMILLA,M,11-06-2013,07-01-2016,Analyst,25,Finance,16,14,2,1,40149,11,Tuesday,6,2013
CORY,ACCOLA,M,11-06-2014,07-01-2016,Analyst,22,Operations,16,14,2,0,47674,11,Wednesday,6,2014
FLORINE,ARAU,F,12-12-2014,07-01-2016,Analyst,21,Web,26,4,3,0,48939,12,Friday,12,2014
DEANN,ARBON,F,06-05-2013,07-01-2016,Analyst,22,Finance,29,1,3,0,44100,6,Monday,5,2013
NELDA,ANSLOW,F,04-09-2012,07-01-2016,Senior Analyst,26,Web,21,9,2,2,58051,4,Tuesday,9,2012
TARYN,ARENDSEE,F,28-05-2013,07-01-2016,Analyst,24,Web,24,6,5,0,47877,28,Tuesday,5,2013
EDWARD,AARON,M,13-01-2014,07-01-2016,Analyst,22,Marketing,22,8,3,0,46157,13,Monday,1,2014
LORI,ALSUP,F,24-12-2014,07-01-2016,Analyst,21,Finance,17,13,4,0,42047,24,Wednesday,12,2014
BREANNA,ARMBRUSTER,F,25-07-2014,07-01-2016,Analyst,21,Marketing,17,13,3,0,46999,25,Friday,7,2014
VERNA,AMON,F,26-03-2013,07-01-2016,Analyst,23,Management,16,14,3,0,45131,26,Tuesday,3,2013
ELOISE,ANCALADE,F,24-02-2013,07-01-2016,Analyst,21,Finance,29,1,4,0,46862,24,Sunday,2,2013
TILLIE,ARELLEANO,F,11-12-2014,07-01-2016,Analyst,23,IT,21,9,3,1,49015,11,Thursday,12,2014
YONG,ARENDER,F,12-12-2013,07-01-2016,Associate,29,Management,28,2,4,2,80173,12,Thursday,12,2013
JACKIE,ACOTHLEY,M,20-12-2014,07-01-2016,Analyst,22,Marketing,25,5,2,0,43113,20,Saturday,12,2014
MARCELINO,AKAPO,M,16-11-2012,07-01-2016,Associate,31,Marketing,19,11,3,5,86669,16,Friday,11,2012
EMERY,AINLEY,M,22-09-2013,07-01-2016,Analyst,21,Marketing,26,4,3,0,40397,22,Sunday,9,2013
LOTTIE,ANDRIOPULOS,F,18-09-2014,07-01-2016,Analyst,22,Operations,23,7,2,0,44694,18,Thursday,9,2014
RICHIE,ALESI,M,21-05-2013,07-01-2016,Associate,29,Management,21,9,4,5,97946,21,Tuesday,5,2013
ROBIN,ADEE,M,28-05-2014,07-01-2016,Analyst,24,Web,22,8,3,1,41396,28,Wednesday,5,2014
ABRAHAM,ADAMYAN,M,20-04-2013,07-01-2016,Analyst,25,Management,17,13,5,1,42280,20,Saturday,4,2013
DIANNA,ANABLE,F,06-09-2014,07-01-2016,Senior Analyst,27,Management,22,8,2,4,61390,6,Saturday,9,2014
VERDA,ARIF,F,12-09-2013,07-01-2016,Analyst,24,Web,29,1,4,1,43310,12,Thursday,9,2013
NEIL,ACE,M,01-11-2014,07-01-2016,Senior Analyst,28,Marketing,17,13,5,2,60522,1,Saturday,11,2014
ANGEL,ANAKALEA,F,18-05-2014,07-01-2016,Analyst,25,Finance,25,5,3,2,45081,18,Sunday,5,2014
YOUNG,APPLIN,F,14-11-2011,07-01-2016,Manager,32,IT,17,13,4,6,144332,14,Monday,11,2011
ARIEL,ARGANDONA,F,06-09-2014,07-01-2016,Analyst,21,Management,24,6,5,0,49576,6,Saturday,9,2014
BRANDY,AMEDURI,F,28-10-2013,07-01-2016,Analyst,24,Finance,29,1,2,1,40329,28,Monday,10,2013
DANA,ACRON,M,31-05-2014,07-01-2016,Analyst,25,Web,18,12,5,2,41781,31,Saturday,5,2014
LYNN,ADAMEC,M,15-01-2014,07-01-2016,Analyst,25,Finance,17,13,2,2,49522,15,Wednesday,1,2014
LAURENCE,ADMIRE,M,25-05-2014,07-01-2016,Senior Analyst,28,Operations,30,0,2,3,65656,25,Sunday,5,2014
NATALIA,APRIL,F,07-10-2013,07-01-2016,Analyst,24,Finance,22,8,3,1,49949,7,Monday,10,2013
MARGARITA,AMESCUA,F,05-02-2014,07-01-2016,Analyst,25,Operations,17,13,4,2,40161,5,Wednesday,2,2014
LILLIE,AMASON,F,15-02-2014,07-01-2016,Analyst,24,IT,25,5,5,1,42052,15,Saturday,2,2014
